HARMFUL_SK,HARMFUL_DESCRIPTIONS,HARMFUL_CODES
77f8d99771284ecd86a73883c2787ee9,PARKED MOTOR VEHICLE;UTILITY POLE;FENCE;MAIL BOX;Motor Vehicle-In-Motion Outside Trafficw,14;30;38;40;55
99cc3c7b3d308c582496bbd5824f40f4,CULVERT;DITCH;Motor Vehicle-In-Motion Outside Trafficw,32;34;55
7c3e059f7a1192aba9a897c1869cd66a,CONCRETE TRAFFIC BARRIER;Motor Vehicle-In-Motion Outside Trafficw;EMBANKMENT ROCK/STONE/CONCRETE,36;55;72
53925eb23143f783c8b681d0bf7a239c,UTILITY POLE;CURB;MAIL BOX;Ran Off Road-Right,30;33;40;63
0864b296bedc7f5fd94e7e7643b761f8,CONCRETE TRAFFIC BARRIER;Equip Failure,1;36;61
ff4d96c55522a5b0206cc9d4d154f479,MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY;THROWN OR FALLING OBJECT;GUARDRAIL FACE;OTHER POST; POLE; SUPP.;TREE;Ran Off Road-Right,13;16;24;31;42;63;7
9ea5edf4ac09fbd9a6497e1a07966688,MOTOR VEHICLE IN TRANSPORT;OTHER POST; POLE; SUPP.;DITCH,12;31;34
b8964db4bbf9394de91df20b5eebb286,MOTOR VEHICLE IN TRANSPORT;WALL;SHRUBBERY,12;39;41
391b6c7c884c0d181baeb4f202fea443,UTILITY POLE;MAIL BOX;Ran Off Road-Right;Ran Off Road-Left,30;40;63;64
23121e90dd460d8b03071075da566bea,OTHER OBJECT (NOT FIXED);Equip Failure;Ran Off Road-Left,1;18;61;64
88dfc49bbd5219314ef9664a9f24a0b2,DITCH;Ran Off Road-Left,34;64;7
7422b81ab7fcb64e7ca3d766b991d258,CULVERT;TREE;Ran Off Road-Right;Ran Off Road-Left;Cross Center Line,32;42;63;64;68
120d9ced679f6b53e3979a08a87a5cc0,CURB;FENCE;Ran Off Road-Left;EMBANKMENT EARTH,33;38;64;71
42e702cccec57eebea079b0340f5bb4c,GUARDRAIL END;UTILITY POLE;CONCRETE TRAFFIC BARRIER;Ran Off Road-Right,25;30;36;63
33e7587e53352e2981f1372c57154cb2,CULVERT;MAIL BOX;Set In Motion By Motor Vehicle;Ran Off Road-Left,32;40;54;64
1bc04cc75f81c681ae7acc52f036c780,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;Other Traffic Barrier,12;14;37
8abb0810f84f5e4f6c142efefc9f6287,BUILDING;PEDESTRIAN,19;8;9
77915fefa62604180aed7cc154a064d2,DITCH;Ran Off Road-Left;EMBANKMENT ROCK/STONE/CONCRETE,34;64;72
cc5c7eed8252f3b423a5c72e90c708fc,OTHER OBJECT (NOT FIXED);H-WAY TRAFFIC SIGNAL POST;MAIL BOX;OTHER FIXED OBJECTS,18;27;40;43
b2ea9d8762f8473fe7756508d13156a3,MOTOR VEHICLE IN TRANSPORT;DITCH;Equip Failure,12;34;61
4d7727404f808f684a9045664c949748,OTHER ANIMAL;OTHER OBJECT (NOT FIXED);Ran Off Road-Left,11;18;64
e69e9666536a78a261ac0608defb6413,MOTOR VEHICLE IN TRANSPORT;H-WAY TRAFFIC SIGNAL POST;CONCRETE TRAFFIC BARRIER,12;27;36
42887c49ebf966059feaaadc6e2e63f8,MOTOR VEHICLE IN TRANSPORT;GUARDRAIL FACE;Equip Failure,12;24;61
893bddbeaa06cc6dde0cf2842ca60124,OTHER OBJECT (NOT FIXED);CULVERT;DITCH;Ran Off Road-Right,18;32;34;63
e5b89c27f1db569c368d25326f4714e0,DITCH;Cable Barrier;Ran Off Road-Left,34;57;64
fd803b3c82475f60b937e537a0afe466,DITCH;Cross Center Line,34;68
789ed5c16cba8b4908fd43bb76161eb4,BUILDING;DITCH,19;34
23befc73d8441558ddff303760ccdde2,FIRE HYDRANT;Ran Off Road-Right,47;6;63
fdba13bef7271f8a2b69100703d9cc84,THROWN OR FALLING OBJECT;BRIDGE PIER/ABUTMENT;Cargo Equip Loss/Shift,16;21;60
43b345afcdde6bf74444ad20e89b108d,FENCE;Ran Off Road-Left;Cross Median,38;6;64;65
342d98b5d54527aef1063fa30bd7e515,MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY;CULVERT;MAIL BOX,13;32;40
ab4f07af2ec180f4bd0433a664d962e0,CONCRETE TRAFFIC BARRIER;WALL;Ran Off Road-Right,36;39;63
7ac056121b066845de847ab39f5653bf,DITCH;FENCE;WALL,34;38;39
f863e5ada56d96562cc77736f429ef47,OTHER OBJECT (NOT FIXED);Equip Failure,18;61;7
0a060487c9d3ea2dc7776ce40c4e0ea8,MOTOR VEHICLE IN TRANSPORT;CURB;EMBANKMENT ROCK/STONE/CONCRETE,12;33;72
aeed60f280a4f6e15c03eeb7a627fec1,H-WAY TRAFFIC SIGNAL POST;DITCH;DEER (ANIMAL),27;34;50
a9e6cee9562ab63c8de823a68f87ae8c,OTHER OBJECT (NOT FIXED);CULVERT;DITCH;Ran Off Road-Left,1;18;32;34;64
9cf329b8a2fd7b5c50bb2035b59d39b5,PARKED MOTOR VEHICLE;WALL;EMBANKMENT EARTH,14;39;71
5657466e6ab90acafda3c8337666fb8c,MOTOR VEHICLE IN TRANSPORT;LUMINAIRE/LIGHT SUPPORT;CURB,12;29;33
76da83b16c4141a2821db4596deffe34,MOTOR VEHICLE IN TRANSPORT;MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY;PARKED MOTOR VEHICLE;BUILDING,12;13;14;19
fccb8b3fb0cf35535dd51da4bbab4796,DITCH;SHRUBBERY;Ran Off Road-Right;Vehicle Airborne,34;41;63;67
9bf43ab0d086d92c2a0071311ed9ffcc,UTILITY POLE;Ran Off Road-Right,1;30;6;63
5863232750d525f5b34b1afef5456d09,WALL;SHRUBBERY;Ran Off Road-Left,39;41;64
22bc9e5df1050d4e58170a1dc0831587,BUILDING;DITCH;PEDESTRIAN,19;34;8
cdfc86a2b9f000c6a8e4d2121b4cb2e8,MOTOR VEHICLE IN TRANSPORT;UTILITY POLE;Ran Off Road-Right;Ran Off Road-Left;EMBANKMENT EARTH,12;30;63;64;71
c98a7d5bbd72aafae3ebece52e0c32ff,MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY;THROWN OR FALLING OBJECT;Cable Barrier,1;13;16;57
c521ededfaa19e906dd0c878b793dab0,PARKED MOTOR VEHICLE;OTHER OBJECT (NOT FIXED);Motor Vehicle-In-Motion Outside Trafficw;Ran Off Road-Right,14;18;55;63
aed01f99dded425cd47eb2c05e1933b1,DITCH;Ran Off Road-Right,34;6;63
38b1a232e76e17484cb1d2ff9a760771,MOTOR VEHICLE IN TRANSPORT;BOULDER;WALL;Ran Off Road-Right,1;12;17;39;63
d7815d9f4691b1d7497f5c15b2cb2554,MOTOR VEHICLE IN TRANSPORT;CURB,12;33;6
c0f7833f3d947e60f5b82a9db3f14e91,GUARDRAIL END;Ran Off Road-Right;EMBANKMENT EARTH,1;25;63;71
6445550336a371a0c0af36c186cb25a7,THROWN OR FALLING OBJECT;GUARDRAIL FACE;Ran Off Road-Left;EMBANKMENT EARTH,16;24;64;71
c8336e81a0ee2d7d3705a5e8efe9686f,Cross Center Line;EMBANKMENT EARTH,68;71
7391779fde212d32491441f943904b84,Set In Motion By Motor Vehicle;Ran Off Road-Left,1;54;64
158291a90116c2a9d06ba76a19c2dc0e,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;Set In Motion By Motor Vehicle;PEDESTRIAN,12;14;54;8
a5e8ef74e9b665b9e3107d39f36cd9b8,PARKED MOTOR VEHICLE;GUARDRAIL FACE;DITCH,14;24;34
01fab24da3737849094fab1ad2fff7d7,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;Separation Of Units,12;14;62
3b8acc7e900502af4e1a042c10895459,MOTOR VEHICLE IN TRANSPORT;GUARDRAIL FACE;Set In Motion By Motor Vehicle;Vehicle Airborne,1;12;24;54;67
083eee051f1161d3c8a2374c3c876664,OTHER POST; POLE; SUPP.;CULVERT;Ran Off Road-Right,31;32;63
4a698a7142f2cdf143886f5240f28973,PARKED MOTOR VEHICLE;CURB;EMBANKMENT ROCK/STONE/CONCRETE,14;33;72
40bef9466e427819158f72cb0880607f,MOTOR VEHICLE IN TRANSPORT;Ran Off Road-Right;Down Hill-Run Away,1;12;63;66
de9855bf388c0e87f11d86efa1fd183e,OTHER ANIMAL;TREE;Ran Off Road-Right,11;42;63
ff247d63480519be2cda690cf69bab2d,H-WAY TRAFFIC SIGNAL POST;SHRUBBERY;Ran Off Road-Right,27;41;63
25c8630811f3edf53ec81ffa01404359,BUILDING;FENCE;MAIL BOX;TREE;Ran Off Road-Left,19;38;40;42;64
71fb3bab36a100522ad0c7ff4e0f94f6,FIRE HYDRANT;Motor Vehicle-In-Motion Outside Trafficw;Ran Off Road-Left,47;55;64
c1fda9675641eb80994a7bd8302cf0a1,DITCH;MAIL BOX;TREE,34;40;42
d65cc80e3fecfba40def87ddec3c12a0,UTILITY POLE;DITCH;MAIL BOX;Ran Off Road-Left,1;30;34;40;64
b4f521adb7edbd295eb23d12f0725482,GUARDRAIL FACE;DEER (ANIMAL);Ran Off Road-Left,1;24;50;64
df1a96e3516ffc9bd0f8ed2d06d6b9c1,BRIDGE PIER/ABUTMENT;GUARDRAIL END,21;25
8acde2872d539a265bfbe5f3398605c1,FENCE;WALL;OTHER FIXED OBJECTS;EMBANKMENT ROCK/STONE/CONCRETE,38;39;43;7;72
df14a8305715f1c3a9e39c1588f870de,LUMINAIRE/LIGHT SUPPORT;OTHER POST; POLE; SUPP.;OTHER FIXED OBJECTS,29;31;43
f98d11d9fed21ee9b939ef8e68b149fc,OTHER POST; POLE; SUPP.;TREE;UNKNOWN MOST HARMFUL EVENT,1;31;42;99
c6c3874d6bf02c8b41a3dc24069d22e4,MOTOR VEHICLE IN TRANSPORT;TREE;Ran Off Road-Left,12;42;64
c7b7a42b378e71669588b269bacd4f54,MOTOR VEHICLE IN TRANSPORT;TREE;Ran Off Road-Right;EMBANKMENT EARTH,12;42;63;71
aaa0dac6b9669aed06df11e7907a97ed,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;UTILITY POLE;OTHER FIXED OBJECTS,12;14;30;43
1db3ed4a19bf9770e95a295fda17c5f8,PARKED MOTOR VEHICLE;OTHER OBJECT (NOT FIXED);Equip Failure,14;18;61
c13643e8d0bcdbd60ebf5c040de619b7,BRIDGE RAIL;SHRUBBERY;Ran Off Road-Right,23;41;63
2b3072c38802092935caba48ebe92bf8,GUARDRAIL FACE;Cable Barrier;Ran Off Road-Left,24;57;64
33668f6194e92f09cbb37451f809a48f,MOTOR VEHICLE IN TRANSPORT;Ran Off Road-Left;UNKNOWN MOST HARMFUL EVENT,12;64;99
25f3f68875a00bbaeb0f824b2e11ea0e,MOTOR VEHICLE IN TRANSPORT;OTHER POST; POLE; SUPP.;DITCH;SHRUBBERY;Ran Off Road-Right,12;31;34;41;63
620a53d12ee01046711ffba2fcaa193d,LUMINAIRE/LIGHT SUPPORT;UTILITY POLE;MAIL BOX,29;30;40
aebd423b89ee8d90532f18c7b3969929,PARKED MOTOR VEHICLE;DITCH;MAIL BOX;Motor Vehicle-In-Motion Outside Trafficw,1;14;34;40;55
8e4be5134880ea937f9d85eb1acf133f,MOTOR VEHICLE IN TRANSPORT;BOULDER;UTILITY POLE;CONCRETE TRAFFIC BARRIER,12;17;30;36
ae250c7346d52e608f76954fb28bd600,CURB;WALL;Down Hill-Run Away,33;39;66
1707d9a1aa14c582bc8afac5dc9d396a,MOTOR VEHICLE IN TRANSPORT;OTHER POST; POLE; SUPP.;DITCH,1;12;31;34
3dba461ec7b95831bae35975f85a639d,MOTOR VEHICLE IN TRANSPORT;CURB;EMBANKMENT EARTH,12;33;6;71
f2d7a276c32179a08efc043382ff4d51,THROWN OR FALLING OBJECT;UTILITY POLE,1;16;2;30
ddfec4afc56202c2605217ea17f5cb29,PARKED MOTOR VEHICLE;CURB,1;14;33
91a64b1077ebe7d89c5b05e5d6c312cc,DITCH;FIRE HYDRANT;Ran Off Road-Right,34;47;63;7
d3f1bb3a5ef231311dd80a0de498b727,MOTOR VEHICLE IN TRANSPORT;UTILITY POLE,12;30;7
bdaa0b488b0d3bf5e8d046dc4a33b10e,UTILITY POLE;Motor Vehicle-In-Motion Outside Trafficw;PEDESTRIAN,30;55;8
3f1625352c4f99ff3a68c5cef1c351d3,PARKED MOTOR VEHICLE;IMPACT ATTENUATOR;Cross Center Line,1;14;20;68
17f89f13a5132fd9b8bdc879000a3cc5,BUILDING;UTILITY POLE;CURB;Ran Off Road-Left;EMBANKMENT EARTH,19;30;33;64;71
a40ee3374e540e1044e8a7e43739379c,PARKED MOTOR VEHICLE;GUARDRAIL FACE;Set In Motion By Motor Vehicle;Ran Off Road-Right,14;24;54;63
6f8364d44c2e36b6a228bc6afe9a1a1f,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;CURB;Motor Vehicle-In-Motion Outside Trafficw,12;14;33;55
0aa34584e7a66bb26748905c012d8845,OTHER ANIMAL;SHRUBBERY,11;41
252ad80073f6ca036aa69c9425d5b485,CURB;FENCE;MAIL BOX;Ran Off Road-Right,33;38;40;63
34a538cb6348a81e3acb7e7a5594aeb8,BOULDER;CURB;DITCH,17;33;34
dfdd1e08f4340919d45d38afca9d8830,GUARDRAIL END;FIRE HYDRANT,25;47
ced4d023c5f3877b4fbffe490add5abd,BUILDING;OTHER POST; POLE; SUPP.;FENCE;WALL;MAIL BOX;Ran Off Road-Right,19;31;38;39;40;63
7e6e38d5ac753c73283249c03da0622c,MOTOR VEHICLE IN TRANSPORT;MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY;UNKNOWN MOST HARMFUL EVENT,12;13;99
bfa94c8d358687e309104c65933999f2,CURB;Set In Motion By Motor Vehicle,33;54
4b1a0e274bc2722f734be7bdde1260dc,LUMINAIRE/LIGHT SUPPORT;CURB;TREE;Ran Off Road-Left,1;29;33;42;64
cea03522f123cbeafd11f1f80a02b53e,OTHER ANIMAL,1;11
2b94f7cc344d4741d1236eb2f7169ea0,MOTOR VEHICLE IN TRANSPORT;Motor Vehicle-In-Motion Outside Trafficw;PEDESTRIAN,1;12;55;8
a792106b848297a398c01093bb83a671,Ran Off Road-Left;Cross Median,1;64;65
d7bfec40aaa2cf4447b093bda0192b1c,GUARDRAIL FACE;MAIL BOX;TREE;Ran Off Road-Right,24;40;42;63
6ec797bb9e594bdcaaaa517658476243,MOTOR VEHICLE IN TRANSPORT;BRIDGE PIER/ABUTMENT;CONCRETE TRAFFIC BARRIER,1;12;21;36
185cf6c0c850abc6f4616b90108009a8,MOTOR VEHICLE IN TRANSPORT;UTILITY POLE;DITCH;Motor Vehicle-In-Motion Outside Trafficw,12;30;34;55
6f3e7464409cc2edce162adbe5afdc26,WALL,39;6
e6fdf28ecee0bfe40521b454c1cb0292,MOTOR VEHICLE IN TRANSPORT;UTILITY POLE;Bridge/Overhead Structure,12;30;75
7b78b9245fe1c29a4b8bfb67a2dc1804,MOTOR VEHICLE IN TRANSPORT;Ran Off Road-Left,12;2;64
a1dbdd8d76519b7b1941a40a1d6c78a3,TRAFFIC SIGNAL SUPPORT,1;46
2be3f9a8d648e4e58b25748abdac91e3,OTHER OBJECT (NOT FIXED);SHRUBBERY,18;41
dc7a10f96af9531727abd19aaea1582b,DITCH;DEER (ANIMAL);Motor Vehicle-In-Motion Outside Trafficw;Ran Off Road-Right,1;34;50;55;63
d1bcc661106a04853a3d0a6131967bb5,PARKED MOTOR VEHICLE;Ran Off Road-Right;UNKNOWN MOST HARMFUL EVENT,14;63;99
f90beff6068349a66fb4c2f9b277812a,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;BUILDING;UTILITY POLE;MAIL BOX;Motor Vehicle-In-Motion Outside Trafficw,12;14;19;30;40;55
d2289cd3e1b7a58402d774072e0af552,THROWN OR FALLING OBJECT;BRIDGE RAIL,16;23;7
c9073e2e5d1456ae4c228ffea86b8201,OTHER OBJECT (NOT FIXED);MAIL BOX;SHRUBBERY,18;40;41
3b9c2ff50f0be54a1126528b56f00209,MOTOR VEHICLE IN TRANSPORT;OTHER POST; POLE; SUPP.;FIRE HYDRANT;Ran Off Road-Left,12;31;47;64
e4a223fd62d521406f887324b670cdbe,PARKED MOTOR VEHICLE;OTHER POST; POLE; SUPP.;Set In Motion By Motor Vehicle;Ran Off Road-Right;EMBANKMENT EARTH,14;31;54;63;71
8d969d9c7d160c6ca0da3fde6ed08385,MOTOR VEHICLE IN TRANSPORT;Other Traffic Barrier;UNKNOWN MOST HARMFUL EVENT,12;37;99
3601d38202294743b431da711b7ca80b,GUARDRAIL FACE;UTILITY POLE;WALL,24;30;39
96f4a93d88abfda0fafd50d571cbf539,OTHER POST; POLE; SUPP.;FENCE;Ran Off Road-Right;EMBANKMENT EARTH,31;38;63;71
077180297c0577b9146c86a623023af4,BOULDER;TREE,1;17;42
d589f13c71c79f1e87a39376f5eaf78f,WALL;Ran Off Road-Left,2;39;64
f8160884208a2aaaf2ad204d7af99459,SHRUBBERY,2;41
b5a24a40374e833ee88e876621053af2,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;Ran Off Road-Left,1;12;14;64
fa9a9eb331d485d531d6a9618a95f176,MOTOR VEHICLE IN TRANSPORT;LUMINAIRE/LIGHT SUPPORT;DITCH;WALL;Ran Off Road-Right,12;29;34;39;63
4d58e406f4a3fdd05cfe36af1020bff3,IMPACT ATTENUATOR;Motor Vehicle-In-Motion Outside Trafficw;EMBANKMENT ROCK/STONE/CONCRETE,20;55;72
1e4ea8d7094adde6e6c91ec7c498a94a,MOTOR VEHICLE IN TRANSPORT;CULVERT;DITCH;MAIL BOX,1;12;32;34;40
8abf036eab1ee797389b427c2df26f24,UTILITY POLE;CURB;TREE;Ran Off Road-Left,30;33;42;64
d683a9c88a00d96ed33ccc6c8b80c975,FENCE;MAIL BOX;FIRE HYDRANT,38;40;47
4886cf99cf20a33e4d59f960c7a66acf,MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY;PARKED MOTOR VEHICLE;TREE;Ran Off Road-Left,13;14;42;64
41a956483b0bbebb749a00b3c339949f,DITCH;FENCE;MAIL BOX;FIRE HYDRANT;Ran Off Road-Right,34;38;40;47;63
4675126458f1956f6ad208db616e24ec,OTHER FIXED OBJECTS;Occupant Struck By Own Vehicle,43;74
5d6a7467ac1e8fe2456de78b85f8c140,GUARDRAIL FACE;LUMINAIRE/LIGHT SUPPORT;OTHER POST; POLE; SUPP.;TREE,24;29;31;42
2cacbc9d5414e62f8646bd359d8936fd,UTILITY POLE,1;2;30
ef7cc5508599e72a6a366cabc28c732d,Other Traffic Barrier;FENCE;Down Hill-Run Away,37;38;66
1fc114b3af7b42076f7a7fd5ccc64f42,CURB;TREE;TRAFFIC SIGNAL SUPPORT;Motor Vehicle-In-Motion Outside Trafficw,33;42;46;55
c9f2ee1a9dc425fa89fe948485caea8d,BRIDGE PIER/ABUTMENT;GUARDRAIL FACE,21;24
f16a38802e8f599ac6fc120d8cb0c132,GUARDRAIL FACE;FIRE HYDRANT,24;47
f8ffc32b1d77d87b5f6c4dc851dc4482,PARKED MOTOR VEHICLE;Cross Center Line,14;68
e1a9a0c60c1a04450b7b959538a1cff6,OTHER OBJECT (NOT FIXED);UTILITY POLE;CULVERT;DITCH;Vehicle Airborne,18;30;32;34;67
3124614fc9ca0b6b3c7898c34bb7801b,Ran Off Road-Right;PEDESTRIAN,63;7;8
ce0d5e6a11df401b42fd3056b19293e2,PARKED MOTOR VEHICLE;OVERHEAD SIGN SUPPORT;CURB,14;28;33
13582a8ee336250561fa23995bf3a8ea,PARKED MOTOR VEHICLE;CURB;EMBANKMENT EARTH,14;33;71
03513a7c58136fdab6313bcd8a95460c,PARKED MOTOR VEHICLE;MAIL BOX;Motor Vehicle-In-Motion Outside Trafficw,1;14;40;55
e4c0ae16b1572521cbfdd2ba82866b0c,GUARDRAIL END;FENCE;EMBANKMENT EARTH,1;25;38;71
697a6a4cd9713c67ffa5ad348aff495a,DITCH;UNKNOWN MOST HARMFUL EVENT,1;34;99
06c59467b31fbea4637abb2565e2cbcb,CONCRETE TRAFFIC BARRIER,36;6;7
967ddf240df6e605b369b240b93bd43f,FENCE;Vehicle Airborne,1;38;67
38385ee79056a098d274d2be8b9a8b98,GUARDRAIL END;WALL,25;39;6
d336d4e47dfffa74ed1fc53bbf0fd84c,PARKED MOTOR VEHICLE;Motor Vehicle-In-Motion Outside Trafficw;Ran Off Road-Left;Down Hill-Run Away,14;55;64;66
9b38caa790faf139608e05c02024ce03,PARKED MOTOR VEHICLE;H-WAY TRAFFIC SIGNAL POST;DITCH;Ran Off Road-Right,14;27;34;63
214212cf0d9257fdb23e21fd84f93bee,Ran Off Road-Left;Down Hill-Run Away,64;66
4782422237c3ccf147ef4cd6b47c6ea5,CONCRETE TRAFFIC BARRIER;Ran Off Road-Right,36;63;7
2e764b0f87a79c734673243bdceaf14b,MOTOR VEHICLE IN TRANSPORT;TRAFFIC SIGNAL SUPPORT;Ran Off Road-Right,1;12;46;63
e0c9950d6912172e25a334e45af96318,UNKNOWN,2;5
ab1468b30810f996f348e0b73b708b03,BOULDER;TREE;OTHER FIXED OBJECTS,17;42;43
b5c5c7465d660a0dce4bca92c51de729,GUARDRAIL FACE;SHRUBBERY;EMBANKMENT MATERIAL UNKNOWN,24;41;73
de48814c81f30ca04910d1bc56494515,OVERHEAD SIGN SUPPORT;Ran Off Road-Right,28;63
dc763a054ae28470217321e27709ac28,MOTOR VEHICLE IN TRANSPORT;GUARDRAIL END;Motor Vehicle-In-Motion Outside Trafficw,12;25;55
3b94520ccdbc8620006445c0830be9a7,OTHER POST; POLE; SUPP.;CURB;PAVED SURFACE-IRREGULAR,31;33;44
bc13487895339df8d648b09258a816e4,MOTOR VEHICLE IN TRANSPORT;DITCH,12;2;34;7
74874af396a302fb3714626fb67e8e58,OTHER POST; POLE; SUPP.,31;6
9488ec2663bb301927cea71753b66f9c,MOTOR VEHICLE IN TRANSPORT;CULVERT;CURB;OTHER FIXED OBJECTS,12;32;33;43
584cb5f24e1f2a7bfd9d2ec8928f646f,TREE;Cross Center Line;UNKNOWN MOST HARMFUL EVENT,42;68;99
0e2127a6d57892865abccf7ae3a5ce2a,H-WAY TRAFFIC SIGNAL POST;CURB;Motor Vehicle-In-Motion Outside Trafficw,27;33;55
5b8f2f09f72593cea1b50a322918014d,MOTOR VEHICLE IN TRANSPORT;H-WAY TRAFFIC SIGNAL POST;Ran Off Road-Right;Ran Off Road-Left,12;27;63;64
6b7184b10157bbfcecdac38a9e78b7d6,SHRUBBERY;TREE;PAVED SURFACE-IRREGULAR;Ran Off Road-Right,41;42;44;63
65cd6081a22eb188d093e93515fbe225,FENCE;WALL;Motor Vehicle-In-Motion Outside Trafficw,38;39;55
a512522f31ebb005b03ad5ff1764c12a,PARKED MOTOR VEHICLE;SHRUBBERY;Motor Vehicle-In-Motion Outside Trafficw,14;41;55
5161ae96b1f26da674f7fd2c83c2ad5c,UTILITY POLE;TREE;OTHER FIXED OBJECTS,30;42;43
049b61f58c924195c5abffc1523a2b5c,WALL;OTHER FIXED OBJECTS;Ran Off Road-Left,39;43;64
1e20036e4451befbd561bce86f08a592,MOTOR VEHICLE IN TRANSPORT;EMBANKMENT EARTH,12;7;71
6c128a3bc4ff5e8295ceccdbacfe8c3a,H-WAY TRAFFIC SIGNAL POST;DITCH,27;34;7
0a597d3da69cb7ee9208077b83e0043e,MOTOR VEHICLE IN TRANSPORT;TREE;DEER (ANIMAL),12;42;50
0f4ec277980693838bd8b0674ba741c6,PARKED MOTOR VEHICLE;BUILDING;CURB,14;19;33;7
d92c562316c0a9052de1c3708496101a,MOTOR VEHICLE IN TRANSPORT;UTILITY POLE;FIRE HYDRANT,1;12;30;47
ea16bc69570289351166ef771de60642,H-WAY TRAFFIC SIGNAL POST;UTILITY POLE;MAIL BOX;SHRUBBERY,27;30;40;41
bac5246068a4c185319f6a529c417475,MOTOR VEHICLE IN TRANSPORT;GUARDRAIL FACE;Motor Vehicle-In-Motion Outside Trafficw;Ran Off Road-Right;EMBANKMENT ROCK/STONE/CONCRETE,1;12;24;55;63;72
2b698d7bbce17a6c20b21fbd1103fb00,UTILITY POLE;CURB;Vehicle Airborne,30;33;67
7e366e76b1825a42bce9752a1c7bd78c,SHRUBBERY;Cross Center Line,41;68
778b129c30eb1f5aea7611cee001716a,GUARDRAIL FACE;EMBANKMENT ROCK/STONE/CONCRETE,1;24;72
65cfafffd43826f1f9cdddbce286dd4b,MOTOR VEHICLE IN TRANSPORT;LUMINAIRE/LIGHT SUPPORT;UTILITY POLE,12;29;30
6d173a3a453ea8a6836abc4eee4883f2,DITCH;SHRUBBERY;TREE;EMBANKMENT EARTH,34;41;42;71
86d60ae83d49fcfa5ac9eb78990af407,DITCH;CONCRETE TRAFFIC BARRIER;TREE;Ran Off Road-Right;EMBANKMENT EARTH,34;36;42;63;71
a9adb103315d43eaed0eb9fbf336c016,UNKNOWN MOST HARMFUL EVENT,2;99
268e6c7f1949d0cc7d4f6e8eb93fff7b,Ran Off Road-Right;Ran Off Road-Left,63;64
4390f1c21fcb54b49615a2353e1350c9,MOTOR VEHICLE IN TRANSPORT;CURB;WALL;Cross Median,12;33;39;65
9ea0750dd801c89945974f1880d06b42,UTILITY POLE;Ran Off Road-Left;Vehicle Airborne,1;30;64;67
6dcd4ab2422d5dcc420514f26dbb6e45,FENCE;WALL;SHRUBBERY;OTHER FIXED OBJECTS;EMBANKMENT EARTH;EMBANKMENT ROCK/STONE/CONCRETE,38;39;41;43;71;72
e212c3b33d655dccce5811cc2d7602ba,MOTOR VEHICLE IN TRANSPORT;MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY;IMPACT ATTENUATOR;Other Traffic Barrier;Ran Off Road-Right,1;12;13;20;37;63
2128b5461fb9ec92a947772029e9954d,TREE;PAVED SURFACE-IRREGULAR,42;44
873dbdcd801e74510593f3438f4b6040,UTILITY POLE;Ran Off Road-Left;UNKNOWN MOST HARMFUL EVENT,30;64;99
79e9b742a271063d4fc1b2a1cc4cd3db,OTHER POST; POLE; SUPP.;WALL;EMBANKMENT ROCK/STONE/CONCRETE,31;39;7;72
0abd65cd9d5d893623a2dd85bf2385a0,MOTOR VEHICLE IN TRANSPORT;GUARDRAIL FACE;Ran Off Road-Left;Cross Center Line,1;12;24;64;68
c039fb536030284e53219820859a426a,UTILITY POLE;TREE;FIRE HYDRANT;Ran Off Road-Left,30;42;47;64
6a1608f17172e4775e74bad382cb5449,Motor Vehicle-In-Motion Outside Trafficw;EMBANKMENT EARTH,55;7;71
e4cd1d4c63bce8e3c200f64198ef6e57,DITCH;WALL;TREE;Ran Off Road-Right,34;39;42;63
07947c9bf1de9dc55acd0fa3aa77ca2d,MOTOR VEHICLE IN TRANSPORT;GUARDRAIL END;EMBANKMENT EARTH;UNKNOWN MOST HARMFUL EVENT,1;12;25;71;99
490ff74b77358c071c3ce552189f0288,MOTOR VEHICLE IN TRANSPORT;DITCH;Ran Off Road-Left,1;12;34;6;64
6e6a776f3cb971c932d9cb66bb8aa4f8,OTHER POST; POLE; SUPP.;DEER (ANIMAL);Ran Off Road-Right,1;31;50;63
7946fb80667c1b8b3dc8f51b57d5521d,PARKED MOTOR VEHICLE;H-WAY TRAFFIC SIGNAL POST,14;27
efa7f33d9be2beea580d684916dfc80b,MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY;BUILDING;MAIL BOX,13;19;40
